method,noise_mult,pi_s,huber_k,repeat,value
rftl_s_rec,3,0.3,1.345,20,1.0
rftl_s_rec,3,0.3,1.345,21,1.0
rftl_s_rec,3,0.3,1.345,22,1.0
rftl_s_rec,3,0.3,1.345,23,1.0
rftl_s_rec,3,0.3,1.345,24,1.0
rftl_s_rec,3,0.3,1.345,25,1.0
rftl_s_rec,3,0.3,1.345,26,1.0
rftl_s_rec,3,0.3,1.345,27,1.0
rftl_s_rec,3,0.3,1.345,28,1.0
rftl_s_rec,3,0.3,1.345,29,1.0
rftl_s_rec,3,0.3,1.345,30,1.0
rftl_s_rec,3,0.3,1.345,31,1.0
rftl_s_rec,3,0.3,1.345,32,1.0
rftl_s_rec,3,0.3,1.345,33,1.0
rftl_s_rec,3,0.3,1.345,34,1.0
rftl_s_rec,3,0.3,1.345,35,1.0
rftl_s_rec,3,0.3,1.345,36,1.0
rftl_s_rec,3,0.3,1.345,37,1.0
rftl_s_rec,3,0.3,1.345,38,1.0
rftl_s_rec,3,0.3,1.345,39,1.0
rftl_s_rec,3,0.3,1.345,40,1.0
rftl_s_rec,3,0.3,1.345,41,1.0
rftl_s_rec,3,0.3,1.345,42,1.0
rftl_s_rec,3,0.3,1.345,43,1.0
rftl_s_rec,3,0.3,1.345,44,1.0
rftl_s_rec,3,0.3,1.345,45,1.0
rftl_s_rec,3,0.3,1.345,46,1.0
rftl_s_rec,3,0.3,1.345,47,1.0
rftl_s_rec,3,0.3,1.345,48,1.0
rftl_s_rec,3,0.3,1.345,49,1.0
rftl_s,3,0.3,1.345,0,0.06961466025982306
rftl_s,3,0.3,1.345,1,0.05843229947827081
rftl_s,3,0.3,1.345,2,0.06003122576820739
rftl_s,3,0.3,1.345,3,0.04491447193401509
rftl_s,3,0.3,1.345,4,0.07819591232774063
rftl_s,3,0.3,1.345,5,0.05846978283132576
rftl_s,3,0.3,1.345,6,0.06305485610556225
rftl_s,3,0.3,1.345,7,0.07754430151190832
rftl_s,3,0.3,1.345,8,0.07540119656319023
rftl_s,3,0.3,1.345,9,0.06092730259331772
rftl_s,3,0.3,1.345,10,0.0853037903921058
rftl_s,3,0.3,1.345,11,0.0678386709940386
rftl_s,3,0.3,1.345,12,0.06938699428769524
rftl_s,3,0.3,1.345,13,0.061912799389012646
rftl_s,3,0.3,1.345,14,0.07053197942854893
rftl_s,3,0.3,1.345,15,0.07849777271075611
rftl_s,3,0.3,1.345,16,0.07257209058560146
rftl_s,3,0.3,1.345,17,0.07564978654120788
rftl_s,3,0.3,1.345,18,0.07165274172131837
rftl_s,3,0.3,1.345,19,0.049884444236879426
rftl_s,3,0.3,1.345,20,0.1076140667430054
rftl_s,3,0.3,1.345,21,0.054996251774131415
rftl_s,3,0.3,1.345,22,0.07147210318736814
rftl_s,3,0.3,1.345,23,0.08483514016623747
rftl_s,3,0.3,1.345,24,0.07715921484424704
rftl_s,3,0.3,1.345,25,0.05896943001063744
rftl_s,3,0.3,1.345,26,0.03910328641782591
rftl_s,3,0.3,1.345,27,0.10865070518979009
rftl_s,3,0.3,1.345,28,0.04721517801081832
rftl_s,3,0.3,1.345,29,0.06335643490779161
rftl_s,3,0.3,1.345,30,0.07567543885614263
rftl_s,3,0.3,1.345,31,0.05465998495653312
rftl_s,3,0.3,1.345,32,0.058376191782285175
rftl_s,3,0.3,1.345,33,0.07624494477189257
rftl_s,3,0.3,1.345,34,0.088517105271023
rftl_s,3,0.3,1.345,35,0.05095048221060328
rftl_s,3,0.3,1.345,36,0.0727305377036319
rftl_s,3,0.3,1.345,37,0.0623362159948045
rftl_s,3,0.3,1.345,38,0.08665867911333328
rftl_s,3,0.3,1.345,39,0.06635697890080969
rftl_s,3,0.3,1.345,40,0.04413007803242134
rftl_s,3,0.3,1.345,41,0.050676311834893475
rftl_s,3,0.3,1.345,42,0.08696305675463971
rftl_s,3,0.3,1.345,43,0.05624374454511145
rftl_s,3,0.3,1.345,44,0.06655295929168505
rftl_s,3,0.3,1.345,45,0.08201906188235526
rftl_s,3,0.3,1.345,46,0.06353605448633932
rftl_s,3,0.3,1.345,47,0.0577577090461638
rftl_s,3,0.3,1.345,48,0.06710412254157669
rftl_s,3,0.3,1.345,49,0.0563331085613682
rftl_s_prec,3,0.3,2.0,0,1.0
rftl_s_prec,3,0.3,2.0,1,1.0
rftl_s_prec,3,0.3,2.0,2,1.0
rftl_s_prec,3,0.3,2.0,3,1.0
rftl_s_prec,3,0.3,2.0,4,1.0
rftl_s_prec,3,0.3,2.0,5,1.0
rftl_s_prec,3,0.3,2.0,6,1.0
rftl_s_prec,3,0.3,2.0,7,1.0
rftl_s_prec,3,0.3,2.0,8,1.0
rftl_s_prec,3,0.3,2.0,9,1.0
rftl_s_prec,3,0.3,2.0,10,1.0
rftl_s_prec,3,0.3,2.0,11,1.0
rftl_s_prec,3,0.3,2.0,12,1.0
rftl_s_prec,3,0.3,2.0,13,1.0
rftl_s_prec,3,0.3,2.0,14,1.0
rftl_s_prec,3,0.3,2.0,15,1.0
rftl_s_prec,3,0.3,2.0,16,1.0
rftl_s_prec,3,0.3,2.0,17,1.0
rftl_s_prec,3,0.3,2.0,18,1.0
rftl_s_prec,3,0.3,2.0,19,1.0
rftl_s_prec,3,0.3,2.0,20,1.0
rftl_s_prec,3,0.3,2.0,21,1.0
rftl_s_prec,3,0.3,2.0,22,1.0
rftl_s_prec,3,0.3,2.0,23,1.0
rftl_s_prec,3,0.3,2.0,24,1.0
rftl_s_prec,3,0.3,2.0,25,1.0
rftl_s_prec,3,0.3,2.0,26,1.0
rftl_s_prec,3,0.3,2.0,27,1.0
rftl_s_prec,3,0.3,2.0,28,1.0
rftl_s_prec,3,0.3,2.0,29,1.0
rftl_s_prec,3,0.3,2.0,30,0.875
rftl_s_prec,3,0.3,2.0,31,1.0
rftl_s_prec,3,0.3,2.0,32,1.0
rftl_s_prec,3,0.3,2.0,33,0.9655172413793104
rftl_s_prec,3,0.3,2.0,34,1.0
rftl_s_prec,3,0.3,2.0,35,1.0
rftl_s_prec,3,0.3,2.0,36,1.0
rftl_s_prec,3,0.3,2.0,37,1.0
rftl_s_prec,3,0.3,2.0,38,1.0
rftl_s_prec,3,0.3,2.0,39,1.0
rftl_s_prec,3,0.3,2.0,40,1.0
rftl_s_prec,3,0.3,2.0,41,1.0
rftl_s_prec,3,0.3,2.0,42,1.0
rftl_s_prec,3,0.3,2.0,43,1.0
rftl_s_prec,3,0.3,2.0,44,1.0
rftl_s_prec,3,0.3,2.0,45,1.0
rftl_s_prec,3,0.3,2.0,46,1.0
rftl_s_prec,3,0.3,2.0,47,0.9655172413793104
rftl_s_prec,3,0.3,2.0,48,1.0
rftl_s_prec,3,0.3,2.0,49,1.0
rftl_s_rec,3,0.3,2.0,0,1.0
rftl_s_rec,3,0.3,2.0,1,1.0
rftl_s_rec,3,0.3,2.0,2,1.0
rftl_s_rec,3,0.3,2.0,3,1.0
rftl_s_rec,3,0.3,2.0,4,1.0
rftl_s_rec,3,0.3,2.0,5,1.0
rftl_s_rec,3,0.3,2.0,6,1.0
rftl_s_rec,3,0.3,2.0,7,1.0
rftl_s_rec,3,0.3,2.0,8,1.0
rftl_s_rec,3,0.3,2.0,9,1.0
rftl_s_rec,3,0.3,2.0,10,1.0
rftl_s_rec,3,0.3,2.0,11,1.0
rftl_s_rec,3,0.3,2.0,12,1.0
rftl_s_rec,3,0.3,2.0,13,1.0
rftl_s_rec,3,0.3,2.0,14,1.0
rftl_s_rec,3,0.3,2.0,15,1.0
rftl_s_rec,3,0.3,2.0,16,1.0
rftl_s_rec,3,0.3,2.0,17,1.0
rftl_s_rec,3,0.3,2.0,18,1.0
rftl_s_rec,3,0.3,2.0,19,1.0
rftl_s_rec,3,0.3,2.0,20,1.0
rftl_s_rec,3,0.3,2.0,21,1.0
rftl_s_rec,3,0.3,2.0,22,1.0
rftl_s_rec,3,0.3,2.0,23,1.0
rftl_s_rec,3,0.3,2.0,24,1.0
rftl_s_rec,3,0.3,2.0,25,1.0
rftl_s_rec,3,0.3,2.0,26,1.0
rftl_s_rec,3,0.3,2.0,27,1.0
rftl_s_rec,3,0.3,2.0,28,1.0
rftl_s_rec,3,0.3,2.0,29,1.0
rftl_s_rec,3,0.3,2.0,30,1.0
rftl_s_rec,3,0.3,2.0,31,1.0
rftl_s_rec,3,0.3,2.0,32,1.0
rftl_s_rec,3,0.3,2.0,33,1.0
rftl_s_rec,3,0.3,2.0,34,1.0
rftl_s_rec,3,0.3,2.0,35,1.0
rftl_s_rec,3,0.3,2.0,36,1.0
rftl_s_rec,3,0.3,2.0,37,1.0
rftl_s_rec,3,0.3,2.0,38,1.0
rftl_s_rec,3,0.3,2.0,39,1.0
rftl_s_rec,3,0.3,2.0,40,1.0
rftl_s_rec,3,0.3,2.0,41,1.0
rftl_s_rec,3,0.3,2.0,42,1.0
rftl_s_rec,3,0.3,2.0,43,1.0
rftl_s_rec,3,0.3,2.0,44,1.0
rftl_s_rec,3,0.3,2.0,45,1.0
rftl_s_rec,3,0.3,2.0,46,1.0
rftl_s_rec,3,0.3,2.0,47,1.0
rftl_s_rec,3,0.3,2.0,48,1.0
rftl_s_rec,3,0.3,2.0,49,1.0
rftl_s,3,0.3,2.0,0,0.05964519426022565
rftl_s,3,0.3,2.0,1,0.07317004754328708
rftl_s,3,0.3,2.0,2,0.06722543612408859
rftl_s,3,0.3,2.0,3,0.08338779056901909
rftl_s,3,0.3,2.0,4,0.06427753105722868
rftl_s,3,0.3,2.0,5,0.07020761806537332
rftl_s,3,0.3,2.0,6,0.07490953792294253
rftl_s,3,0.3,2.0,7,0.037934242926009776
rftl_s,3,0.3,2.0,8,0.05013479030222471
rftl_s,3,0.3,2.0,9,0.07005579810954117
rftl_s,3,0.3,2.0,10,0.07414078158703995
rftl_s,3,0.3,2.0,11,0.0833941851228485
rftl_s,3,0.3,2.0,12,0.07085647134770705
rftl_s,3,0.3,2.0,13,0.07101744058584433
rftl_s,3,0.3,2.0,14,0.059861288087673166
rftl_s,3,0.3,2.0,15,0.0690615217140069
rftl_s,3,0.3,2.0,16,0.059086314073449483
rftl_s,3,0.3,2.0,17,0.10040816653776288
rftl_s,3,0.3,2.0,18,0.06930156527829623
rftl_s,3,0.3,2.0,19,0.11041360271419841
rftl_s,3,0.3,2.0,20,0.05735408372880405
rftl_s,3,0.3,2.0,21,0.06296716968527641
rftl_s,3,0.3,2.0,22,0.0888466465819938
rftl_s,3,0.3,2.0,23,0.0703975772948636
rftl_s,3,0.3,2.0,24,0.06217034369095385
rftl_s,3,0.3,2.0,25,0.09224354172204444
rftl_s,3,0.3,2.0,26,0.04762608202273865
rftl_s,3,0.3,2.0,27,0.05391557118415268
rftl_s,3,0.3,2.0,28,0.05129436062518732
rftl_s,3,0.3,2.0,29,0.05378329978419331
rftl_s,3,0.3,2.0,30,0.05540052165562712
rftl_s,3,0.3,2.0,31,0.06083679001474849
rftl_s,3,0.3,2.0,32,0.05325835365068953
rftl_s,3,0.3,2.0,33,0.060257937072437734
rftl_s,3,0.3,2.0,34,0.040748847842904494
rftl_s,3,0.3,2.0,35,0.0744172146783868
rftl_s,3,0.3,2.0,36,0.06554738781423382
rftl_s,3,0.3,2.0,37,0.04166212134688005
rftl_s,3,0.3,2.0,38,0.09634091353102404
rftl_s,3,0.3,2.0,39,0.07652977689158827
rftl_s,3,0.3,2.0,40,0.04727705974073734
rftl_s,3,0.3,2.0,41,0.04599443267178981
rftl_s,3,0.3,2.0,42,0.07412369105379565
rftl_s,3,0.3,2.0,43,0.03854764365504186
rftl_s,3,0.3,2.0,44,0.06505956681882528
rftl_s,3,0.3,2.0,45,0.037369915068895136
rftl_s,3,0.3,2.0,46,0.04804604176134806
rftl_s,3,0.3,2.0,47,0.08162487933283595
rftl_s,3,0.3,2.0,48,0.08201798085545181
rftl_s,3,0.3,2.0,49,0.06404572879908006
rftl_s_prec,3,0.3,3.0,0,1.0
rftl_s_prec,3,0.3,3.0,1,1.0
rftl_s_prec,3,0.3,3.0,2,1.0
rftl_s_prec,3,0.3,3.0,3,1.0
rftl_s_prec,3,0.3,3.0,4,1.0
rftl_s_prec,3,0.3,3.0,5,1.0
rftl_s_prec,3,0.3,3.0,6,1.0
rftl_s_prec,3,0.3,3.0,7,1.0
rftl_s_prec,3,0.3,3.0,8,1.0
rftl_s_prec,3,0.3,3.0,9,1.0
rftl_s_prec,3,0.3,3.0,10,1.0
rftl_s_prec,3,0.3,3.0,11,1.0
rftl_s_prec,3,0.3,3.0,12,1.0
rftl_s_prec,3,0.3,3.0,13,1.0
rftl_s_prec,3,0.3,3.0,14,1.0
rftl_s_prec,3,0.3,3.0,15,1.0
rftl_s_prec,3,0.3,3.0,16,1.0
rftl_s_prec,3,0.3,3.0,17,1.0
rftl_s_prec,3,0.3,3.0,18,1.0
rftl_s_prec,3,0.3,3.0,19,1.0
rftl_s_prec,3,0.3,3.0,20,1.0
rftl_s_prec,3,0.3,3.0,21,1.0
rftl_s_prec,3,0.3,3.0,22,1.0
rftl_s_prec,3,0.3,3.0,23,1.0
rftl_s_prec,3,0.3,3.0,24,1.0
rftl_s_prec,3,0.3,3.0,25,1.0
rftl_s_prec,3,0.3,3.0,26,1.0
rftl_s_prec,3,0.3,3.0,27,1.0
rftl_s_prec,3,0.3,3.0,28,1.0
rftl_s_prec,3,0.3,3.0,29,1.0
rftl_s_prec,3,0.3,3.0,30,1.0
rftl_s_prec,3,0.3,3.0,31,1.0
rftl_s_prec,3,0.3,3.0,32,1.0
rftl_s_prec,3,0.3,3.0,33,1.0
rftl_s_prec,3,0.3,3.0,34,1.0
rftl_s_prec,3,0.3,3.0,35,1.0
rftl_s_prec,3,0.3,3.0,36,1.0
rftl_s_prec,3,0.3,3.0,37,1.0
rftl_s_prec,3,0.3,3.0,38,1.0
rftl_s_prec,3,0.3,3.0,39,1.0
rftl_s_prec,3,0.3,3.0,40,1.0
rftl_s_prec,3,0.3,3.0,41,1.0
rftl_s_prec,3,0.3,3.0,42,1.0
rftl_s_prec,3,0.3,3.0,43,1.0
rftl_s_prec,3,0.3,3.0,44,1.0
rftl_s_prec,3,0.3,3.0,45,1.0
rftl_s_prec,3,0.3,3.0,46,1.0
rftl_s_prec,3,0.3,3.0,47,1.0
rftl_s_prec,3,0.3,3.0,48,1.0
rftl_s_prec,3,0.3,3.0,49,1.0
rftl_s_rec,3,0.3,3.0,0,1.0
rftl_s_rec,3,0.3,3.0,1,1.0
rftl_s_rec,3,0.3,3.0,2,1.0
rftl_s_rec,3,0.3,3.0,3,1.0
rftl_s_rec,3,0.3,3.0,4,1.0
rftl_s_rec,3,0.3,3.0,5,1.0
rftl_s_rec,3,0.3,3.0,6,1.0
rftl_s_rec,3,0.3,3.0,7,1.0
rftl_s_rec,3,0.3,3.0,8,1.0
rftl_s_rec,3,0.3,3.0,9,1.0
rftl_s_rec,3,0.3,3.0,10,1.0
rftl_s_rec,3,0.3,3.0,11,1.0
rftl_s_rec,3,0.3,3.0,12,1.0
rftl_s_rec,3,0.3,3.0,13,1.0
rftl_s_rec,3,0.3,3.0,14,1.0
rftl_s_rec,3,0.3,3.0,15,1.0
rftl_s_rec,3,0.3,3.0,16,1.0
rftl_s_rec,3,0.3,3.0,17,1.0
rftl_s_rec,3,0.3,3.0,18,1.0
rftl_s_rec,3,0.3,3.0,19,1.0
rftl_s_rec,3,0.3,3.0,20,1.0
rftl_s_rec,3,0.3,3.0,21,1.0
rftl_s_rec,3,0.3,3.0,22,1.0
rftl_s_rec,3,0.3,3.0,23,1.0
rftl_s_rec,3,0.3,3.0,24,1.0
rftl_s_rec,3,0.3,3.0,25,1.0
rftl_s_rec,3,0.3,3.0,26,1.0
rftl_s_rec,3,0.3,3.0,27,1.0
rftl_s_rec,3,0.3,3.0,28,1.0
rftl_s_rec,3,0.3,3.0,29,1.0
rftl_s_rec,3,0.3,3.0,30,1.0
rftl_s_rec,3,0.3,3.0,31,1.0
rftl_s_rec,3,0.3,3.0,32,1.0
rftl_s_rec,3,0.3,3.0,33,1.0
rftl_s_rec,3,0.3,3.0,34,1.0
rftl_s_rec,3,0.3,3.0,35,1.0
rftl_s_rec,3,0.3,3.0,36,1.0
rftl_s_rec,3,0.3,3.0,37,1.0
rftl_s_rec,3,0.3,3.0,38,1.0
rftl_s_rec,3,0.3,3.0,39,1.0
rftl_s_rec,3,0.3,3.0,40,1.0
rftl_s_rec,3,0.3,3.0,41,1.0
rftl_s_rec,3,0.3,3.0,42,1.0
rftl_s_rec,3,0.3,3.0,43,1.0
rftl_s_rec,3,0.3,3.0,44,1.0
rftl_s_rec,3,0.3,3.0,45,1.0
rftl_s_rec,3,0.3,3.0,46,1.0
rftl_s_rec,3,0.3,3.0,47,1.0
rftl_s_rec,3,0.3,3.0,48,1.0
rftl_s_rec,3,0.3,3.0,49,1.0
rftl_s,3,0.3,3.0,0,0.06937441135864097
rftl_s,3,0.3,3.0,1,0.08446229225502291
rftl_s,3,0.3,3.0,2,0.04385325476783341
rftl_s,3,0.3,3.0,3,0.05267670165260046
rftl_s,3,0.3,3.0,4,0.05796856131572596
rftl_s,3,0.3,3.0,5,0.06034139218951078
rftl_s,3,0.3,3.0,6,0.06539329757771434
rftl_s,3,0.3,3.0,7,0.07811243094423014
rftl_s,3,0.3,3.0,8,0.061633816460431055
rftl_s,3,0.3,3.0,9,0.0769075966683815
rftl_s,3,0.3,3.0,10,0.09137379616985807
rftl_s,3,0.3,3.0,11,0.04695825111419559
rftl_s,3,0.3,3.0,12,0.06508970847322118
rftl_s,3,0.3,3.0,13,0.053754912228248894
rftl_s,3,0.3,3.0,14,0.07229787428379177
rftl_s,3,0.3,3.0,15,0.0531884087736249
rftl_s,3,0.3,3.0,16,0.07595235698988999
rftl_s,3,0.3,3.0,17,0.0846147250641911
rftl_s,3,0.3,3.0,18,0.07405983341403496
rftl_s,3,0.3,3.0,19,0.08256002414985193
rftl_s,3,0.3,3.0,20,0.08011144770515796
rftl_s,3,0.3,3.0,21,0.0891953404716031
rftl_s,3,0.3,3.0,22,0.05744894867274056
rftl_s,3,0.3,3.0,23,0.06542132218481458
rftl_s,3,0.3,3.0,24,0.04497162056365781
rftl_s,3,0.3,3.0,25,0.08802277931573704
rftl_s,3,0.3,3.0,26,0.07502493682694873
rftl_s,3,0.3,3.0,27,0.06764111199053363
rftl_s,3,0.3,3.0,28,0.04952492549606178
rftl_s,3,0.3,3.0,29,0.06237804011543117
rftl_s,3,0.3,3.0,30,0.09046120908688263
rftl_s,3,0.3,3.0,31,0.04084347087949353
rftl_s,3,0.3,3.0,32,0.07628785449115522
rftl_s,3,0.3,3.0,33,0.0729890444937886
rftl_s,3,0.3,3.0,34,0.07015723508898125
rftl_s,3,0.3,3.0,35,0.04586202942298697
rftl_s,3,0.3,3.0,36,0.06526626477400174
rftl_s,3,0.3,3.0,37,0.06827521314328697
rftl_s,3,0.3,3.0,38,0.05428551167169902
rftl_s,3,0.3,3.0,39,0.09658071973467731
rftl_s,3,0.3,3.0,40,0.0529816227023271
rftl_s,3,0.3,3.0,41,0.08252025954074152
rftl_s,3,0.3,3.0,42,0.08140768733495175
rftl_s,3,0.3,3.0,43,0.0356174410574257
rftl_s,3,0.3,3.0,44,0.07483046353757332
rftl_s,3,0.3,3.0,45,0.08217655367844032
rftl_s,3,0.3,3.0,46,0.05989316614453312
rftl_s,3,0.3,3.0,47,0.04062837571049757
rftl_s,3,0.3,3.0,48,0.05115533781257519
rftl_s,3,0.3,3.0,49,0.03654479630362151
baseline,5,0.05,,0,0.05697085431473211
baseline,5,0.05,,1,0.07864287479301992
baseline,5,0.05,,2,0.05934476165497182
baseline,5,0.05,,3,0.04850256837564767
baseline,5,0.05,,4,0.06531861616398103
baseline,5,0.05,,5,0.05181763831049679
baseline,5,0.05,,6,0.06745524141508595
baseline,5,0.05,,7,0.06921581705945136
baseline,5,0.05,,8,0.04763520548781279
baseline,5,0.05,,9,0.07294343029269967
baseline,5,0.05,,10,0.08091196457293728
baseline,5,0.05,,11,0.05078920405204612
baseline,5,0.05,,12,0.05046638213603328
baseline,5,0.05,,13,0.05762988886562301
baseline,5,0.05,,14,0.06615386125381409
baseline,5,0.05,,15,0.06440512153910317
baseline,5,0.05,,16,0.04657347892681277
baseline,5,0.05,,17,0.07068595735543579
baseline,5,0.05,,18,0.07052826467312703
baseline,5,0.05,,19,0.061235148077858084
baseline,5,0.05,,20,0.09539954611810117
baseline,5,0.05,,21,0.05762902804572808
baseline,5,0.05,,22,0.08399114165677382
baseline,5,0.05,,23,0.047270655648756515
baseline,5,0.05,,24,0.06694862836156494
baseline,5,0.05,,25,0.06677405209250596
baseline,5,0.05,,26,0.055248346983682736
baseline,5,0.05,,27,0.05041784360161779
baseline,5,0.05,,28,0.08196290306690573
baseline,5,0.05,,29,0.0634822992791826
baseline,5,0.05,,30,0.08588871389795287
baseline,5,0.05,,31,0.06159024465764577
baseline,5,0.05,,32,0.07023056259372569
baseline,5,0.05,,33,0.04387070989588904
baseline,5,0.05,,34,0.040903271764978454
baseline,5,0.05,,35,0.044834031717010024
baseline,5,0.05,,36,0.06262054850387949
baseline,5,0.05,,37,0.06772541865797023
baseline,5,0.05,,38,0.07125768144638393
baseline,5,0.05,,39,0.08117130004902208
baseline,5,0.05,,40,0.07389584650251632
baseline,5,0.05,,41,0.08458453665966302
baseline,5,0.05,,42,0.07152425046892441
baseline,5,0.05,,43,0.08722397543726926
baseline,5,0.05,,44,0.06868209868479053
baseline,5,0.05,,45,0.05139863638318
baseline,5,0.05,,46,0.06494689660588346
baseline,5,0.05,,47,0.06323245373267387
baseline,5,0.05,,48,0.045089092133453065
baseline,5,0.05,,49,0.06042533262467621
rftl_s_prec,5,0.05,1.0,0,0.13333333333333333
rftl_s_prec,5,0.05,1.0,1,0.13333333333333333
rftl_s_prec,5,0.05,1.0,2,0.13333333333333333
rftl_s_prec,5,0.05,1.0,3,0.13333333333333333
rftl_s_prec,5,0.05,1.0,4,0.13333333333333333
rftl_s_prec,5,0.05,1.0,5,0.13333333333333333
rftl_s_prec,5,0.05,1.0,6,0.13333333333333333
rftl_s_prec,5,0.05,1.0,7,0.13333333333333333
rftl_s_prec,5,0.05,1.0,8,0.13333333333333333
rftl_s_prec,5,0.05,1.0,9,0.13333333333333333
rftl_s_prec,5,0.05,1.0,10,0.13333333333333333
rftl_s_prec,5,0.05,1.0,11,0.13333333333333333
rftl_s_prec,5,0.05,1.0,12,0.13333333333333333
rftl_s_prec,5,0.05,1.0,13,0.13333333333333333
rftl_s_prec,5,0.05,1.0,14,0.13333333333333333
rftl_s_prec,5,0.05,1.0,15,0.13333333333333333
rftl_s_prec,5,0.05,1.0,16,0.13333333333333333
rftl_s_prec,5,0.05,1.0,17,0.13333333333333333
rftl_s_prec,5,0.05,1.0,18,0.13333333333333333
rftl_s_prec,5,0.05,1.0,19,0.13333333333333333
rftl_s_prec,5,0.05,1.0,20,0.13333333333333333
rftl_s_prec,5,0.05,1.0,21,0.13333333333333333
rftl_s_prec,5,0.05,1.0,22,0.13333333333333333
rftl_s_prec,5,0.05,1.0,23,0.13333333333333333
rftl_s_prec,5,0.05,1.0,24,0.13333333333333333
rftl_s_prec,5,0.05,1.0,25,0.13333333333333333
rftl_s_prec,5,0.05,1.0,26,0.13333333333333333
rftl_s_prec,5,0.05,1.0,27,0.13333333333333333
rftl_s_prec,5,0.05,1.0,28,0.13333333333333333
rftl_s_prec,5,0.05,1.0,29,0.13333333333333333
rftl_s_prec,5,0.05,1.0,30,0.13333333333333333
rftl_s_prec,5,0.05,1.0,31,0.13333333333333333
rftl_s_prec,5,0.05,1.0,32,0.13333333333333333
rftl_s_prec,5,0.05,1.0,33,0.13333333333333333
rftl_s_prec,5,0.05,1.0,34,0.13333333333333333
rftl_s_prec,5,0.05,1.0,35,0.13333333333333333
rftl_s_prec,5,0.05,1.0,36,0.13333333333333333
rftl_s_prec,5,0.05,1.0,37,0.13333333333333333
rftl_s_prec,5,0.05,1.0,38,0.13333333333333333
rftl_s_prec,5,0.05,1.0,39,0.13333333333333333
rftl_s_prec,5,0.05,1.0,40,0.13333333333333333
rftl_s_prec,5,0.05,1.0,41,0.13333333333333333
rftl_s_prec,5,0.05,1.0,42,0.13333333333333333
rftl_s_prec,5,0.05,1.0,43,0.13333333333333333
rftl_s_prec,5,0.05,1.0,44,0.13333333333333333
rftl_s_prec,5,0.05,1.0,45,0.13333333333333333
rftl_s_prec,5,0.05,1.0,46,0.13333333333333333
rftl_s_prec,5,0.05,1.0,47,0.13333333333333333
rftl_s_prec,5,0.05,1.0,48,0.13333333333333333
rftl_s_prec,5,0.05,1.0,49,0.13333333333333333
rftl_s_rec,5,0.05,1.0,0,1.0
rftl_s_rec,5,0.05,1.0,1,1.0
rftl_s_rec,5,0.05,1.0,2,1.0
rftl_s_rec,5,0.05,1.0,3,1.0
rftl_s_rec,5,0.05,1.0,4,1.0
rftl_s_rec,5,0.05,1.0,5,1.0
rftl_s_rec,5,0.05,1.0,6,1.0
rftl_s_rec,5,0.05,1.0,7,1.0
rftl_s_rec,5,0.05,1.0,8,1.0
rftl_s_rec,5,0.05,1.0,9,1.0
rftl_s_rec,5,0.05,1.0,10,1.0
rftl_s_rec,5,0.05,1.0,11,1.0
rftl_s_rec,5,0.05,1.0,12,1.0
rftl_s_rec,5,0.05,1.0,13,1.0
rftl_s_rec,5,0.05,1.0,14,1.0
rftl_s_rec,5,0.05,1.0,15,1.0
rftl_s_rec,5,0.05,1.0,16,1.0
rftl_s_rec,5,0.05,1.0,17,1.0
rftl_s_rec,5,0.05,1.0,18,1.0
rftl_s_rec,5,0.05,1.0,19,1.0
rftl_s_rec,5,0.05,1.0,20,1.0
rftl_s_rec,5,0.05,1.0,21,1.0
rftl_s_rec,5,0.05,1.0,22,1.0
rftl_s_rec,5,0.05,1.0,23,1.0
rftl_s_rec,5,0.05,1.0,24,1.0
rftl_s_rec,5,0.05,1.0,25,1.0
rftl_s_rec,5,0.05,1.0,26,1.0
rftl_s_rec,5,0.05,1.0,27,1.0
rftl_s_rec,5,0.05,1.0,28,1.0
rftl_s_rec,5,0.05,1.0,29,1.0
rftl_s_rec,5,0.05,1.0,30,1.0
rftl_s_rec,5,0.05,1.0,31,1.0
rftl_s_rec,5,0.05,1.0,32,1.0
rftl_s_rec,5,0.05,1.0,33,1.0
rftl_s_rec,5,0.05,1.0,34,1.0
rftl_s_rec,5,0.05,1.0,35,1.0
rftl_s_rec,5,0.05,1.0,36,1.0
rftl_s_rec,5,0.05,1.0,37,1.0
rftl_s_rec,5,0.05,1.0,38,1.0
rftl_s_rec,5,0.05,1.0,39,1.0
rftl_s_rec,5,0.05,1.0,40,1.0
rftl_s_rec,5,0.05,1.0,41,1.0
rftl_s_rec,5,0.05,1.0,42,1.0
rftl_s_rec,5,0.05,1.0,43,1.0
rftl_s_rec,5,0.05,1.0,44,1.0
rftl_s_rec,5,0.05,1.0,45,1.0
rftl_s_rec,5,0.05,1.0,46,1.0
rftl_s_rec,5,0.05,1.0,47,1.0
rftl_s_rec,5,0.05,1.0,48,1.0
rftl_s_rec,5,0.05,1.0,49,1.0
rftl_s,5,0.05,1.0,0,0.07244508805005538
rftl_s,5,0.05,1.0,1,0.08577419970484815
rftl_s,5,0.05,1.0,2,0.04233987691034295
rftl_s,5,0.05,1.0,3,0.04027411207143431
rftl_s,5,0.05,1.0,4,0.04689722414008475
rftl_s,5,0.05,1.0,5,0.05648310042531106
rftl_s,5,0.05,1.0,6,0.03680501020670487
rftl_s,5,0.05,1.0,7,0.06230580929284389
rftl_s,5,0.05,1.0,8,0.05138089890403875
rftl_s,5,0.05,1.0,9,0.04459707047385645
rftl_s,5,0.05,1.0,10,0.07067200495186525
