method,noise_mult,pi_s,huber_k,repeat,value
rftl_s_prec,5,0.3,3.0,13,1.0
rftl_s_prec,5,0.3,3.0,14,1.0
rftl_s_prec,5,0.3,3.0,15,1.0
rftl_s_prec,5,0.3,3.0,16,1.0
rftl_s_prec,5,0.3,3.0,17,1.0
rftl_s_prec,5,0.3,3.0,18,1.0
rftl_s_prec,5,0.3,3.0,19,1.0
rftl_s_prec,5,0.3,3.0,20,1.0
rftl_s_prec,5,0.3,3.0,21,1.0
rftl_s_prec,5,0.3,3.0,22,1.0
rftl_s_prec,5,0.3,3.0,23,1.0
rftl_s_prec,5,0.3,3.0,24,1.0
rftl_s_prec,5,0.3,3.0,25,1.0
rftl_s_prec,5,0.3,3.0,26,1.0
rftl_s_prec,5,0.3,3.0,27,1.0
rftl_s_prec,5,0.3,3.0,28,1.0
rftl_s_prec,5,0.3,3.0,29,1.0
rftl_s_prec,5,0.3,3.0,30,1.0
rftl_s_prec,5,0.3,3.0,31,1.0
rftl_s_prec,5,0.3,3.0,32,1.0
rftl_s_prec,5,0.3,3.0,33,1.0
rftl_s_prec,5,0.3,3.0,34,1.0
rftl_s_prec,5,0.3,3.0,35,1.0
rftl_s_prec,5,0.3,3.0,36,1.0
rftl_s_prec,5,0.3,3.0,37,1.0
rftl_s_prec,5,0.3,3.0,38,1.0
rftl_s_prec,5,0.3,3.0,39,1.0
rftl_s_prec,5,0.3,3.0,40,1.0
rftl_s_prec,5,0.3,3.0,41,1.0
rftl_s_prec,5,0.3,3.0,42,1.0
rftl_s_prec,5,0.3,3.0,43,1.0
rftl_s_prec,5,0.3,3.0,44,1.0
rftl_s_prec,5,0.3,3.0,45,1.0
rftl_s_prec,5,0.3,3.0,46,1.0
rftl_s_prec,5,0.3,3.0,47,1.0
rftl_s_prec,5,0.3,3.0,48,1.0
rftl_s_prec,5,0.3,3.0,49,1.0
rftl_s_rec,5,0.3,3.0,0,1.0
rftl_s_rec,5,0.3,3.0,1,1.0
rftl_s_rec,5,0.3,3.0,2,1.0
rftl_s_rec,5,0.3,3.0,3,1.0
rftl_s_rec,5,0.3,3.0,4,1.0
rftl_s_rec,5,0.3,3.0,5,1.0
rftl_s_rec,5,0.3,3.0,6,1.0
rftl_s_rec,5,0.3,3.0,7,1.0
rftl_s_rec,5,0.3,3.0,8,1.0
rftl_s_rec,5,0.3,3.0,9,1.0
rftl_s_rec,5,0.3,3.0,10,1.0
rftl_s_rec,5,0.3,3.0,11,1.0
rftl_s_rec,5,0.3,3.0,12,1.0
rftl_s_rec,5,0.3,3.0,13,1.0
rftl_s_rec,5,0.3,3.0,14,1.0
rftl_s_rec,5,0.3,3.0,15,1.0
rftl_s_rec,5,0.3,3.0,16,1.0
rftl_s_rec,5,0.3,3.0,17,1.0
rftl_s_rec,5,0.3,3.0,18,1.0
rftl_s_rec,5,0.3,3.0,19,1.0
rftl_s_rec,5,0.3,3.0,20,1.0
rftl_s_rec,5,0.3,3.0,21,1.0
rftl_s_rec,5,0.3,3.0,22,1.0
rftl_s_rec,5,0.3,3.0,23,1.0
rftl_s_rec,5,0.3,3.0,24,1.0
rftl_s_rec,5,0.3,3.0,25,1.0
rftl_s_rec,5,0.3,3.0,26,1.0
rftl_s_rec,5,0.3,3.0,27,1.0
rftl_s_rec,5,0.3,3.0,28,1.0
rftl_s_rec,5,0.3,3.0,29,1.0
rftl_s_rec,5,0.3,3.0,30,1.0
rftl_s_rec,5,0.3,3.0,31,1.0
rftl_s_rec,5,0.3,3.0,32,1.0
rftl_s_rec,5,0.3,3.0,33,1.0
rftl_s_rec,5,0.3,3.0,34,1.0
rftl_s_rec,5,0.3,3.0,35,1.0
rftl_s_rec,5,0.3,3.0,36,1.0
rftl_s_rec,5,0.3,3.0,37,1.0
rftl_s_rec,5,0.3,3.0,38,1.0
rftl_s_rec,5,0.3,3.0,39,1.0
rftl_s_rec,5,0.3,3.0,40,1.0
rftl_s_rec,5,0.3,3.0,41,1.0
rftl_s_rec,5,0.3,3.0,42,1.0
rftl_s_rec,5,0.3,3.0,43,1.0
rftl_s_rec,5,0.3,3.0,44,1.0
rftl_s_rec,5,0.3,3.0,45,1.0
rftl_s_rec,5,0.3,3.0,46,1.0
rftl_s_rec,5,0.3,3.0,47,1.0
rftl_s_rec,5,0.3,3.0,48,1.0
rftl_s_rec,5,0.3,3.0,49,1.0
rftl_s,5,0.3,3.0,0,0.04972379314322109
rftl_s,5,0.3,3.0,1,0.06294175152352378
rftl_s,5,0.3,3.0,2,0.04229294039622893
rftl_s,5,0.3,3.0,3,0.0780566795817623
rftl_s,5,0.3,3.0,4,0.07840143768380708
rftl_s,5,0.3,3.0,5,0.07518306644956388
rftl_s,5,0.3,3.0,6,0.061922732203815826
rftl_s,5,0.3,3.0,7,0.06014285407952582
rftl_s,5,0.3,3.0,8,0.06838719330117089
rftl_s,5,0.3,3.0,9,0.07081670561150936
rftl_s,5,0.3,3.0,10,0.09017165720941102
rftl_s,5,0.3,3.0,11,0.06901947964340352
rftl_s,5,0.3,3.0,12,0.0671963047944512
rftl_s,5,0.3,3.0,13,0.06673369478837067
rftl_s,5,0.3,3.0,14,0.07827051659322805
rftl_s,5,0.3,3.0,15,0.07667690141505532
rftl_s,5,0.3,3.0,16,0.07230373998791727
rftl_s,5,0.3,3.0,17,0.059965356982764166
rftl_s,5,0.3,3.0,18,0.08213172768941014
rftl_s,5,0.3,3.0,19,0.06221389251039436
rftl_s,5,0.3,3.0,20,0.046902294298957495
rftl_s,5,0.3,3.0,21,0.07939088981558055
rftl_s,5,0.3,3.0,22,0.06446324769629959
rftl_s,5,0.3,3.0,23,0.05023478080220215
rftl_s,5,0.3,3.0,24,0.07704865196284459
rftl_s,5,0.3,3.0,25,0.07293046217230406
rftl_s,5,0.3,3.0,26,0.07212139339463225
rftl_s,5,0.3,3.0,27,0.045436082046503054
rftl_s,5,0.3,3.0,28,0.06522868500742142
rftl_s,5,0.3,3.0,29,0.06742606940959427
rftl_s,5,0.3,3.0,30,0.07905024360783879
rftl_s,5,0.3,3.0,31,0.045802282354204964
rftl_s,5,0.3,3.0,32,0.06023444293446832
rftl_s,5,0.3,3.0,33,0.03997575848322662
rftl_s,5,0.3,3.0,34,0.0650915275752019
rftl_s,5,0.3,3.0,35,0.04428408947612729
rftl_s,5,0.3,3.0,36,0.07137653382573873
rftl_s,5,0.3,3.0,37,0.0730598755348358
rftl_s,5,0.3,3.0,38,0.0767475538498219
rftl_s,5,0.3,3.0,39,0.051635258202799524
rftl_s,5,0.3,3.0,40,0.03769153933006283
rftl_s,5,0.3,3.0,41,0.08141827331672796
rftl_s,5,0.3,3.0,42,0.052392831258678156
rftl_s,5,0.3,3.0,43,0.09062008503032583
rftl_s,5,0.3,3.0,44,0.054568133530179336
rftl_s,5,0.3,3.0,45,0.06679138583824193
rftl_s,5,0.3,3.0,46,0.052951194188114184
rftl_s,5,0.3,3.0,47,0.07610750802722657
rftl_s,5,0.3,3.0,48,0.04544013735924297
rftl_s,5,0.3,3.0,49,0.07246892892129228
baseline,10,0.05,,0,0.0737588704207516
baseline,10,0.05,,1,0.054329019059129485
baseline,10,0.05,,2,0.06273941259591355
baseline,10,0.05,,3,0.05010238368602089
baseline,10,0.05,,4,0.04058754453690281
baseline,10,0.05,,5,0.06639940754456387
baseline,10,0.05,,6,0.05695380473826629
baseline,10,0.05,,7,0.0423397359907255
baseline,10,0.05,,8,0.048531307569888854
baseline,10,0.05,,9,0.041970443471885714
baseline,10,0.05,,10,0.055903916373445314
baseline,10,0.05,,11,0.060602561580898016
baseline,10,0.05,,12,0.049590569589294135
baseline,10,0.05,,13,0.0560374792526003
baseline,10,0.05,,14,0.0494280274321629
baseline,10,0.05,,15,0.05532371505970154
baseline,10,0.05,,16,0.04770119213700214
baseline,10,0.05,,17,0.05590558699143268
baseline,10,0.05,,18,0.0519308457103071
baseline,10,0.05,,19,0.07964719853726925
baseline,10,0.05,,20,0.05584082696144296
baseline,10,0.05,,21,0.06810260353617599
baseline,10,0.05,,22,0.06804244030459117
baseline,10,0.05,,23,0.051336331227743524
baseline,10,0.05,,24,0.05333839384972069
baseline,10,0.05,,25,0.04839880263226523
baseline,10,0.05,,26,0.050105218172190845
baseline,10,0.05,,27,0.04528258633365076
baseline,10,0.05,,28,0.05004653169882214
baseline,10,0.05,,29,0.06336559849535876
baseline,10,0.05,,30,0.04926985274116548
baseline,10,0.05,,31,0.0576682006277252
baseline,10,0.05,,32,0.04996835467879768
baseline,10,0.05,,33,0.04204116249098222
baseline,10,0.05,,34,0.04380585622382279
baseline,10,0.05,,35,0.040342123104115994
baseline,10,0.05,,36,0.05439244855050458
baseline,10,0.05,,37,0.054947562407799855
baseline,10,0.05,,38,0.059189028214703725
baseline,10,0.05,,39,0.057340001233482214
baseline,10,0.05,,40,0.06808286280036477
baseline,10,0.05,,41,0.05528969537383709
baseline,10,0.05,,42,0.0812060135075606
baseline,10,0.05,,43,0.050608000819853484
baseline,10,0.05,,44,0.04342834148564469
baseline,10,0.05,,45,0.05919202995120256
baseline,10,0.05,,46,0.07173615231644005
baseline,10,0.05,,47,0.046101974912070846
baseline,10,0.05,,48,0.03865702789198944
baseline,10,0.05,,49,0.041402366316544044
rftl_s_prec,10,0.05,1.0,0,0.13333333333333333
rftl_s_prec,10,0.05,1.0,1,0.13333333333333333
rftl_s_prec,10,0.05,1.0,2,0.13333333333333333
rftl_s_prec,10,0.05,1.0,3,0.13333333333333333
rftl_s_prec,10,0.05,1.0,4,0.13333333333333333
rftl_s_prec,10,0.05,1.0,5,0.13333333333333333
rftl_s_prec,10,0.05,1.0,6,0.13333333333333333
rftl_s_prec,10,0.05,1.0,7,0.13333333333333333
rftl_s_prec,10,0.05,1.0,8,0.13333333333333333
rftl_s_prec,10,0.05,1.0,9,0.13333333333333333
rftl_s_prec,10,0.05,1.0,10,0.13333333333333333
rftl_s_prec,10,0.05,1.0,11,0.13333333333333333
rftl_s_prec,10,0.05,1.0,12,0.13333333333333333
rftl_s_prec,10,0.05,1.0,13,0.13333333333333333
rftl_s_prec,10,0.05,1.0,14,0.13333333333333333
rftl_s_prec,10,0.05,1.0,15,0.13333333333333333
rftl_s_prec,10,0.05,1.0,16,0.13333333333333333
rftl_s_prec,10,0.05,1.0,17,0.13333333333333333
rftl_s_prec,10,0.05,1.0,18,0.13333333333333333
rftl_s_prec,10,0.05,1.0,19,0.13333333333333333
rftl_s_prec,10,0.05,1.0,20,0.13333333333333333
rftl_s_prec,10,0.05,1.0,21,0.13333333333333333
rftl_s_prec,10,0.05,1.0,22,0.13333333333333333
rftl_s_prec,10,0.05,1.0,23,0.13333333333333333
rftl_s_prec,10,0.05,1.0,24,0.13333333333333333
rftl_s_prec,10,0.05,1.0,25,0.13333333333333333
rftl_s_prec,10,0.05,1.0,26,0.13333333333333333
rftl_s_prec,10,0.05,1.0,27,0.13333333333333333
rftl_s_prec,10,0.05,1.0,28,0.13333333333333333
rftl_s_prec,10,0.05,1.0,29,0.13333333333333333
rftl_s_prec,10,0.05,1.0,30,0.13333333333333333
rftl_s_prec,10,0.05,1.0,31,0.13333333333333333
rftl_s_prec,10,0.05,1.0,32,0.13333333333333333
rftl_s_prec,10,0.05,1.0,33,0.13333333333333333
rftl_s_prec,10,0.05,1.0,34,0.13333333333333333
rftl_s_prec,10,0.05,1.0,35,0.13333333333333333
rftl_s_prec,10,0.05,1.0,36,0.13333333333333333
rftl_s_prec,10,0.05,1.0,37,0.13333333333333333
rftl_s_prec,10,0.05,1.0,38,0.13333333333333333
rftl_s_prec,10,0.05,1.0,39,0.13333333333333333
rftl_s_prec,10,0.05,1.0,40,0.13333333333333333
rftl_s_prec,10,0.05,1.0,41,0.13333333333333333
rftl_s_prec,10,0.05,1.0,42,0.13333333333333333
rftl_s_prec,10,0.05,1.0,43,0.13333333333333333
rftl_s_prec,10,0.05,1.0,44,0.13333333333333333
rftl_s_prec,10,0.05,1.0,45,0.13333333333333333
rftl_s_prec,10,0.05,1.0,46,0.13333333333333333
rftl_s_prec,10,0.05,1.0,47,0.13333333333333333
rftl_s_prec,10,0.05,1.0,48,0.13333333333333333
rftl_s_prec,10,0.05,1.0,49,0.13333333333333333
rftl_s_rec,10,0.05,1.0,0,1.0
rftl_s_rec,10,0.05,1.0,1,1.0
rftl_s_rec,10,0.05,1.0,2,1.0
rftl_s_rec,10,0.05,1.0,3,1.0
rftl_s_rec,10,0.05,1.0,4,1.0
rftl_s_rec,10,0.05,1.0,5,1.0
rftl_s_rec,10,0.05,1.0,6,1.0
rftl_s_rec,10,0.05,1.0,7,1.0
rftl_s_rec,10,0.05,1.0,8,1.0
rftl_s_rec,10,0.05,1.0,9,1.0
rftl_s_rec,10,0.05,1.0,10,1.0
rftl_s_rec,10,0.05,1.0,11,1.0
rftl_s_rec,10,0.05,1.0,12,1.0
rftl_s_rec,10,0.05,1.0,13,1.0
rftl_s_rec,10,0.05,1.0,14,1.0
rftl_s_rec,10,0.05,1.0,15,1.0
rftl_s_rec,10,0.05,1.0,16,1.0
rftl_s_rec,10,0.05,1.0,17,1.0
rftl_s_rec,10,0.05,1.0,18,1.0
rftl_s_rec,10,0.05,1.0,19,1.0
rftl_s_rec,10,0.05,1.0,20,1.0
rftl_s_rec,10,0.05,1.0,21,1.0
rftl_s_rec,10,0.05,1.0,22,1.0
rftl_s_rec,10,0.05,1.0,23,1.0
rftl_s_rec,10,0.05,1.0,24,1.0
rftl_s_rec,10,0.05,1.0,25,1.0
rftl_s_rec,10,0.05,1.0,26,1.0
rftl_s_rec,10,0.05,1.0,27,1.0
rftl_s_rec,10,0.05,1.0,28,1.0
rftl_s_rec,10,0.05,1.0,29,1.0
rftl_s_rec,10,0.05,1.0,30,1.0
rftl_s_rec,10,0.05,1.0,31,1.0
rftl_s_rec,10,0.05,1.0,32,1.0
rftl_s_rec,10,0.05,1.0,33,1.0
rftl_s_rec,10,0.05,1.0,34,1.0
rftl_s_rec,10,0.05,1.0,35,1.0
rftl_s_rec,10,0.05,1.0,36,1.0
rftl_s_rec,10,0.05,1.0,37,1.0
rftl_s_rec,10,0.05,1.0,38,1.0
rftl_s_rec,10,0.05,1.0,39,1.0
rftl_s_rec,10,0.05,1.0,40,1.0
rftl_s_rec,10,0.05,1.0,41,1.0
rftl_s_rec,10,0.05,1.0,42,1.0
rftl_s_rec,10,0.05,1.0,43,1.0
rftl_s_rec,10,0.05,1.0,44,1.0
rftl_s_rec,10,0.05,1.0,45,1.0
rftl_s_rec,10,0.05,1.0,46,1.0
rftl_s_rec,10,0.05,1.0,47,1.0
rftl_s_rec,10,0.05,1.0,48,1.0
rftl_s_rec,10,0.05,1.0,49,1.0
rftl_s,10,0.05,1.0,0,0.06082324232364271
rftl_s,10,0.05,1.0,1,0.06231741893773558
rftl_s,10,0.05,1.0,2,0.06670201711354819
rftl_s,10,0.05,1.0,3,0.06933775789866715
rftl_s,10,0.05,1.0,4,0.06975803562479185
rftl_s,10,0.05,1.0,5,0.04092551924745579
rftl_s,10,0.05,1.0,6,0.06264136957140884
rftl_s,10,0.05,1.0,7,0.08223039456325745
rftl_s,10,0.05,1.0,8,0.07846789635186421
rftl_s,10,0.05,1.0,9,0.05117099087696921
rftl_s,10,0.05,1.0,10,0.06177867123946164
rftl_s,10,0.05,1.0,11,0.05667150366196839
rftl_s,10,0.05,1.0,12,0.05746999285269019
rftl_s,10,0.05,1.0,13,0.06636293462606942
rftl_s,10,0.05,1.0,14,0.06023368709598834
rftl_s,10,0.05,1.0,15,0.04516969157964971
rftl_s,10,0.05,1.0,16,0.06285427598540096
rftl_s,10,0.05,1.0,17,0.07386116954588437
rftl_s,10,0.05,1.0,18,0.06873935298952477
rftl_s,10,0.05,1.0,19,0.046784396710768346
rftl_s,10,0.05,1.0,20,0.09188496972145484
rftl_s,10,0.05,1.0,21,0.06186646222235066
rftl_s,10,0.05,1.0,22,0.04951677655134432
rftl_s,10,0.05,1.0,23,0.0584572262039155
rftl_s,10,0.05,1.0,24,0.03740712916563296
rftl_s,10,0.05,1.0,25,0.08197195860275071
rftl_s,10,0.05,1.0,26,0.0717600977934382
rftl_s,10,0.05,1.0,27,0.06814992642965383
rftl_s,10,0.05,1.0,28,0.06559931571410789
rftl_s,10,0.05,1.0,29,0.06194720758974595
rftl_s,10,0.05,1.0,30,0.05900833531420468
rftl_s,10,0.05,1.0,31,0.05168209691916798
rftl_s,10,0.05,1.0,32,0.08249134538564613
rftl_s,10,0.05,1.0,33,0.04739188289407548
rftl_s,10,0.05,1.0,34,0.06562647844118402
rftl_s,10,0.05,1.0,35,0.049066978418581465
rftl_s,10,0.05,1.0,36,0.05781038610352865
rftl_s,10,0.05,1.0,37,0.05345224875623737
rftl_s,10,0.05,1.0,38,0.062190792825321924
rftl_s,10,0.05,1.0,39,0.07360556136402842
rftl_s,10,0.05,1.0,40,0.06295845022703658
rftl_s,10,0.05,1.0,41,0.07021008854256532
rftl_s,10,0.05,1.0,42,0.06926084066787716
rftl_s,10,0.05,1.0,43,0.07352877936301322
rftl_s,10,0.05,1.0,44,0.06848359411386262
rftl_s,10,0.05,1.0,45,0.07014975992759706
rftl_s,10,0.05,1.0,46,0.06113364201352067
rftl_s,10,0.05,1.0,47,0.07219140888958925
rftl_s,10,0.05,1.0,48,0.06810266748662502
rftl_s,10,0.05,1.0,49,0.055574106931431944
rftl_s_prec,10,0.05,1.345,0,0.20689655172413793
rftl_s_prec,10,0.05,1.345,1,0.15384615384615385
rftl_s_prec,10,0.05,1.345,2,0.1935483870967742
rftl_s_prec,10,0.05,1.345,3,0.17647058823529413
rftl_s_prec,10,0.05,1.345,4,0.1875
rftl_s_prec,10,0.05,1.345,5,0.17647058823529413
rftl_s_prec,10,0.05,1.345,6,0.17142857142857143
rftl_s_prec,10,0.05,1.345,7,0.17647058823529413
rftl_s_prec,10,0.05,1.345,8,0.17142857142857143
rftl_s_prec,10,0.05,1.345,9,0.14634146341463414
rftl_s_prec,10,0.05,1.345,10,0.16666666666666666
rftl_s_prec,10,0.05,1.345,11,0.1935483870967742
rftl_s_prec,10,0.05,1.345,12,0.1935483870967742
rftl_s_prec,10,0.05,1.345,13,0.16666666666666666
rftl_s_prec,10,0.05,1.345,14,0.1875
rftl_s_prec,10,0.05,1.345,15,0.1935483870967742
rftl_s_prec,10,0.05,1.345,16,0.24
rftl_s_prec,10,0.05,1.345,17,0.17647058823529413
rftl_s_prec,10,0.05,1.345,18,0.23076923076923078
rftl_s_prec,10,0.05,1.345,19,0.2222222222222222
rftl_s_prec,10,0.05,1.345,20,0.17142857142857143
rftl_s_prec,10,0.05,1.345,21,0.2222222222222222
rftl_s_prec,10,0.05,1.345,22,0.16216216216216217
rftl_s_prec,10,0.05,1.345,23,0.16666666666666666
rftl_s_prec,10,0.05,1.345,24,0.20689655172413793
rftl_s_prec,10,0.05,1.345,25,0.16666666666666666
rftl_s_prec,10,0.05,1.345,26,0.17142857142857143
rftl_s_prec,10,0.05,1.345,27,0.3157894736842105
rftl_s_prec,10,0.05,1.345,28,0.2
rftl_s_prec,10,0.05,1.345,29,0.15
rftl_s_prec,10,0.05,1.345,30,0.17647058823529413
rftl_s_prec,10,0.05,1.345,31,0.1875
rftl_s_prec,10,0.05,1.345,32,0.16666666666666666
rftl_s_prec,10,0.05,1.345,33,0.17142857142857143
rftl_s_prec,10,0.05,1.345,34,0.17647058823529413
rftl_s_prec,10,0.05,1.345,35,0.23076923076923078
rftl_s_prec,10,0.05,1.345,36,0.21428571428571427
rftl_s_prec,10,0.05,1.345,37,0.20689655172413793
rftl_s_prec,10,0.05,1.345,38,0.21428571428571427
rftl_s_prec,10,0.05,1.345,39,0.1935483870967742
rftl_s_prec,10,0.05,1.345,40,0.2222222222222222
rftl_s_prec,10,0.05,1.345,41,0.20689655172413793
rftl_s_prec,10,0.05,1.345,42,0.21428571428571427
rftl_s_prec,10,0.05,1.345,43,0.18181818181818182
rftl_s_prec,10,0.05,1.345,44,0.17142857142857143
rftl_s_prec,10,0.05,1.345,45,0.2222222222222222
rftl_s_prec,10,0.05,1.345,46,0.1875
rftl_s_prec,10,0.05,1.345,47,0.20689655172413793
rftl_s_prec,10,0.05,1.345,48,0.20689655172413793
rftl_s_prec,10,0.05,1.345,49,0.2
rftl_s_rec,10,0.05,1.345,0,1.0
rftl_s_rec,10,0.05,1.345,1,1.0
rftl_s_rec,10,0.05,1.345,2,1.0
rftl_s_rec,10,0.05,1.345,3,1.0
rftl_s_rec,10,0.05,1.345,4,1.0
rftl_s_rec,10,0.05,1.345,5,1.0
rftl_s_rec,10,0.05,1.345,6,1.0
rftl_s_rec,10,0.05,1.345,7,1.0
rftl_s_rec,10,0.05,1.345,8,1.0
rftl_s_rec,10,0.05,1.345,9,1.0
rftl_s_rec,10,0.05,1.345,10,1.0
rftl_s_rec,10,0.05,1.345,11,1.0
rftl_s_rec,10,0.05,1.345,12,1.0
rftl_s_rec,10,0.05,1.345,13,1.0
rftl_s_rec,10,0.05,1.345,14,1.0
rftl_s_rec,10,0.05,1.345,15,1.0
rftl_s_rec,10,0.05,1.345,16,1.0
rftl_s_rec,10,0.05,1.345,17,1.0
rftl_s_rec,10,0.05,1.345,18,1.0
rftl_s_rec,10,0.05,1.345,19,1.0
rftl_s_rec,10,0.05,1.345,20,1.0
rftl_s_rec,10,0.05,1.345,21,1.0
rftl_s_rec,10,0.05,1.345,22,1.0
rftl_s_rec,10,0.05,1.345,23,1.0
rftl_s_rec,10,0.05,1.345,24,1.0
rftl_s_rec,10,0.05,1.345,25,1.0
rftl_s_rec,10,0.05,1.345,26,1.0
rftl_s_rec,10,0.05,1.345,27,1.0
rftl_s_rec,10,0.05,1.345,28,1.0
rftl_s_rec,10,0.05,1.345,29,1.0
rftl_s_rec,10,0.05,1.345,30,1.0
rftl_s_rec,10,0.05,1.345,31,1.0
rftl_s_rec,10,0.05,1.345,32,1.0
rftl_s_rec,10,0.05,1.345,33,1.0
rftl_s_rec,10,0.05,1.345,34,1.0
rftl_s_rec,10,0.05,1.345,35,1.0
rftl_s_rec,10,0.05,1.345,36,1.0
rftl_s_rec,10,0.05,1.345,37,1.0
rftl_s_rec,10,0.05,1.345,38,1.0
rftl_s_rec,10,0.05,1.345,39,1.0
rftl_s_rec,10,0.05,1.345,40,1.0
rftl_s_rec,10,0.05,1.345,41,1.0
rftl_s_rec,10,0.05,1.345,42,1.0
rftl_s_rec,10,0.05,1.345,43,1.0
rftl_s_rec,10,0.05,1.345,44,1.0
rftl_s_rec,10,0.05,1.345,45,1.0
rftl_s_rec,10,0.05,1.345,46,1.0
rftl_s_rec,10,0.05,1.345,47,1.0
rftl_s_rec,10,0.05,1.345,48,1.0
rftl_s_rec,10,0.05,1.345,49,1.0
rftl_s,10,0.05,1.345,0,0.061429053998533344
rftl_s,10,0.05,1.345,1,0.05866772398445342
rftl_s,10,0.05,1.345,2,0.07276821033524351
rftl_s,10,0.05,1.345,3,0.05709015287169697
rftl_s,10,0.05,1.345,4,0.06153907612486146
rftl_s,10,0.05,1.345,5,0.044063828139515454
rftl_s,10,0.05,1.345,6,0.06673120602261293
rftl_s,10,0.05,1.345,7,0.06973347586346362
rftl_s,10,0.05,1.345,8,0.055166033434384934
rftl_s,10,0.05,1.345,9,0.0499337948499232
rftl_s,10,0.05,1.345,10,0.06834178017002576
rftl_s,10,0.05,1.345,11,0.09195263652284354
rftl_s,10,0.05,1.345,12,0.058568132677507614
rftl_s,10,0.05,1.345,13,0.07459665377439814
rftl_s,10,0.05,1.345,14,0.06677384371529294
rftl_s,10,0.05,1.345,15,0.07651145755869357
rftl_s,10,0.05,1.345,16,0.06055583845411596
rftl_s,10,0.05,1.345,17,0.059737847074332474
rftl_s,10,0.05,1.345,18,0.08301298651099523
rftl_s,10,0.05,1.345,19,0.08041185948956274
rftl_s,10,0.05,1.345,20,0.06788112158277149
rftl_s,10,0.05,1.345,21,0.0725281136966485
rftl_s,10,0.05,1.345,22,0.0656074144133237
rftl_s,10,0.05,1.345,23,0.05172532857850798
rftl_s,10,0.05,1.345,24,0.07699197544707367
rftl_s,10,0.05,1.345,25,0.08170622985481295
rftl_s,10,0.05,1.345,26,0.08366332799957293
rftl_s,10,0.05,1.345,27,0.04346502246538569
rftl_s,10,0.05,1.345,28,0.05006423203752078
rftl_s,10,0.05,1.345,29,0.05493702630998623
rftl_s,10,0.05,1.345,30,0.06892315969819167
rftl_s,10,0.05,1.345,31,0.057101875531975245
rftl_s,10,0.05,1.345,32,0.07299890987542534
rftl_s,10,0.05,1.345,33,0.03790026430792682
rftl_s,10,0.05,1.345,34,0.056742002885083756
rftl_s,10,0.05,1.345,35,0.038435475578874494
rftl_s,10,0.05,1.345,36,0.06783123119354499
rftl_s,10,0.05,1.345,37,0.0584736319630352
rftl_s,10,0.05,1.345,38,0.056023479170135566
rftl_s,10,0.05,1.345,39,0.0718800121562403
rftl_s,10,0.05,1.345,40,0.07618336676348479
rftl_s,10,0.05,1.345,41,0.07472594425203274
rftl_s,10,0.05,1.345,42,0.06880188326435246
rftl_s,10,0.05,1.345,43,0.054675596027581
rftl_s,10,0.05,1.345,44,0.06130568393627816
rftl_s,10,0.05,1.345,45,0.07456151715862404
rftl_s,10,0.05,1.345,46,0.08328657253525147
rftl_s,10,0.05,1.345,47,0.07089567974369142
rftl_s,10,0.05,1.345,48,0.06690337918366497
rftl_s,10,0.05,1.345,49,0.05998240310564477
rftl_s_prec,10,0.05,2.0,0,0.5
rftl_s_prec,10,0.05,2.0,1,0.3157894736842105
rftl_s_prec,10,0.05,2.0,2,0.4
rftl_s_prec,10,0.05,2.0,3,0.375
rftl_s_prec,10,0.05,2.0,4,0.8571428571428571
rftl_s_prec,10,0.05,2.0,5,0.375
rftl_s_prec,10,0.05,2.0,6,0.46153846153846156
rftl_s_prec,10,0.05,2.0,7,0.8571428571428571
rftl_s_prec,10,0.05,2.0,8,0.5454545454545454
rftl_s_prec,10,0.05,2.0,9,0.20689655172413793
rftl_s_prec,10,0.05,2.0,10,0.5
rftl_s_prec,10,0.05,2.0,11,0.42857142857142855
rftl_s_prec,10,0.05,2.0,12,0.75
rftl_s_prec,10,0.05,2.0,13,0.4
rftl_s_prec,10,0.05,2.0,14,0.75
rftl_s_prec,10,0.05,2.0,15,0.46153846153846156
rftl_s_prec,10,0.05,2.0,16,0.75
rftl_s_prec,10,0.05,2.0,17,0.5454545454545454
rftl_s_prec,10,0.05,2.0,18,0.5
rftl_s_prec,10,0.05,2.0,19,0.6
rftl_s_prec,10,0.05,2.0,20,0.35294117647058826
rftl_s_prec,10,0.05,2.0,21,0.75
rftl_s_prec,10,0.05,2.0,22,0.35294117647058826
rftl_s_prec,10,0.05,2.0,23,0.3
rftl_s_prec,10,0.05,2.0,24,0.75
rftl_s_prec,10,0.05,2.0,25,0.375
rftl_s_prec,10,0.05,2.0,26,0.3157894736842105
rftl_s_prec,10,0.05,2.0,27,0.6666666666666666
rftl_s_prec,10,0.05,2.0,28,0.6
rftl_s_prec,10,0.05,2.0,29,0.5
rftl_s_prec,10,0.05,2.0,30,0.5
rftl_s_prec,10,0.05,2.0,31,0.5454545454545454
rftl_s_prec,10,0.05,2.0,32,0.3333333333333333
rftl_s_prec,10,0.05,2.0,33,0.4
rftl_s_prec,10,0.05,2.0,34,0.3333333333333333
rftl_s_prec,10,0.05,2.0,35,0.5
rftl_s_prec,10,0.05,2.0,36,0.6
rftl_s_prec,10,0.05,2.0,37,0.6666666666666666
rftl_s_prec,10,0.05,2.0,38,0.8571428571428571
rftl_s_prec,10,0.05,2.0,39,0.46153846153846156
rftl_s_prec,10,0.05,2.0,40,0.75
rftl_s_prec,10,0.05,2.0,41,0.46153846153846156
rftl_s_prec,10,0.05,2.0,42,0.5454545454545454
